year,country,slug,value,unit,qualifier,metric_type,section,subsection,method,sentence
2023,Australia,australia,7,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"The Executive Council of Australian Jewry in December 2022 reported 478 antisemitic incidents , a 7 percent increase over the previous year."
2023,Australia,australia,50,percent,,percentage,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,"Wage and Hour Laws : For a single adult living alone, the national minimum wage exceed ed the poverty line defined as 50 percent of median income."
2023,Australia,australia,31500,complaints,more than,count,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,"From June 2022 to June 2023, the commission received and processed more than 31,500 complaints."
2023,Australia,australia,10,percent,approximately,percentage,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,The World Bank estimated the country’s informal sector at approximately 10 percent of GDP .
2023,Austria,austria,4025,individuals,approximately,count,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"Temporary Protection: The government provided temporary protection to approximately 4,025 individuals who might not qualify as refugees."
2023,Austria,austria,19863,persons,,count,Section 2. Respect for Civil Liberties,g. Stateless Persons,rules,"According to the government’s statistical office, as of January 1 there were 19,863 persons in the country registered as stateless or having unknown citizenship."
2023,Austria,austria,27,percent,,percentage,Section 3. Freedom to Participate in the Political,,rules,"Women’s participation in government at the national level increased steadily, with their representation in the lower house of parliament growing from 27 percent in 2008 to 39 percent in 2019."
2023,Austria,austria,39,percent,,percentage,Section 3. Freedom to Participate in the Political,,rules,"Women’s participation in government at the national level increased steadily, with their representation in the lower house of parliament growing from 27 percent in 2008 to 39 percent in 2019."
2023,Austria,austria,3,percent,,percentage,Section 3. Freedom to Participate in the Political,,rules,A 2019 law provided a 3 percent funding bonus to political parties whose parliamentary representation was more than 40 percent women.
2023,Austria,austria,40,percent,more than,percentage,Section 3. Freedom to Participate in the Political,,rules,A 2019 law provided a 3 percent funding bonus to political parties whose parliamentary representation was more than 40 percent women.
2023,Austria,austria,5865,cases,,count,Section 6. Discrimination and Societal Abuses,,rules,"The Interior Minister’s 2022 report on hate crimes listed 5,865 cases (up from 5,464 reported in 2021), of which 1,840 (down from 2,091) involved physical violence."
2023,Austria,austria,25.5,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"The Reporting Office for Anti-Semitism of the IKG reported 719 antisemitic incidents during 2022, compared with 965 in 2021, a decrease of 25.5 percent."
2023,Austria,austria,55,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,The IKG noted that a majority (55 percent) of antisemitic incidents involved neo-Nazi and other related right- wing extremist perpetrators but reported that a substantial number of incidents involved left-wing (20 percent) or Muslim (9 percent) perpetrators.
2023,Austria,austria,20,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,The IKG noted that a majority (55 percent) of antisemitic incidents involved neo-Nazi and other related right- wing extremist perpetrators but reported that a substantial number of incidents involved left-wing (20 percent) or Muslim (9 percent) perpetrators.
2023,Austria,austria,9,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,The IKG noted that a majority (55 percent) of antisemitic incidents involved neo-Nazi and other related right- wing extremist perpetrators but reported that a substantial number of incidents involved left-wing (20 percent) or Muslim (9 percent) perpetrators.
2023,Austria,austria,36,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"A study commissioned by parliament and released in April found that 36 percent of Austrians believed Jews exploited the Holocaust for their own advantage, and 47 percent thought Jews wielded too much power."
2023,Austria,austria,47,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"A study commissioned by parliament and released in April found that 36 percent of Austrians believed Jews exploited the Holocaust for their own advantage, and 47 percent thought Jews wielded too much power."
2023,Austria,austria,373,incidents,,count,Section 6. Discrimination and Societal Abuses,,rules,The Interior Ministry’s 2022 hate crimes report listed 373 incidents related to sexual orientation (nearly identical to the 376 reported in 2021).
2023,Austria,austria,98,percent,,percentage,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,Nationwide collective bargaining agreements covered 98 percent of the workforce and set minimum wages by job classification for each industry.
2023,Austria,austria,19,percent,,percentage,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,Foreign workers in both the formal and informal sectors made up 19 percent of the country’s workforce.
2023,Austria,austria,21,percent,,percentage,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,They constituted 21 percent of officially employed persons and 35 percent of unemployed persons.
2023,Austria,austria,35,percent,,percentage,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,They constituted 21 percent of officially employed persons and 35 percent of unemployed persons.
2023,Austria,austria,8,percent,approximately,percentage,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,"The country’s informal sector was estimated to account for roughly EUR 32 billion ($35 billion), approximately 8 percent of GDP in 2022, the latest year for which data were available."
2023,Azerbaijan,azerbaijan,452,individuals,,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"The government acknowledged in 2022 that 452 individuals had been subjected to different forms of physical abuse, including torture, that resulted in the deaths of eight suspects, four of whom were posthumously acquitted of treason or espionage."
2023,Azerbaijan,azerbaijan,11,individuals,an estimated,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"Civil society observers claimed more than 1,000 soldiers and family members were systematically tortured by military officials and an estimated 11 individuals died as a result."
2023,Azerbaijan,azerbaijan,19,individuals,,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"In 2022, authorities released 19 individuals previously convicted of espionage and believed to have been victims of torture."
2023,Azerbaijan,azerbaijan,801,individuals,,count,Section 1. Respect for the Integrity of the Person,e. Denial of Fair Public Trial,rules,"Amnesty: On May 8, President Ilham Aliyev released 801 individuals as part of his annual pardon."
2023,Azerbaijan,azerbaijan,65,individuals,,count,Section 1. Respect for the Integrity of the Person,i. Conflict-related Abuses,rules,"According to Azerbaijani officials, as of October 26, since the end of the fall 2020 fighting, 65 individuals died and 269 were injured by land mines in Azerbaijani territories previously controlled by Armenian forces."
2023,Azerbaijan,azerbaijan,14,cases,,count,Section 1. Respect for the Integrity of the Person,i. Conflict-related Abuses,rules,"Physical Abuse, Punishment, and Torture: In its October 10 Preliminary Ad Hoc Report of Results of Fact-Finding Missions conducted from September 24 to September 30, the Human Rights Defender of the Republic of Armenia claimed there was evidence of 14 cases among casualties of the “attacks of the Azerbaijani forces” on September 19-20 that demonstrated “physical traces of violence and signs of alleged torture/mutilation.” The report noted that such a determination would need to be made by a qualified forensic examination although the Human Rights Defender had not reported such an examination by year’s end."
